name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.account_credits\` has a foreign key \`account_credits_client_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""account_credits"",""type"":""table"",""schema"":""public"",""fkey_name"":""account_credits_client_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_account_credits_account_credits_client_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.account_credits\` has a foreign key \`account_credits_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""account_credits"",""type"":""table"",""schema"":""public"",""fkey_name"":""account_credits_created_by_fkey"",""fkey_columns"":[14]}",unindexed_foreign_keys_public_account_credits_account_credits_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.account_credits\` has a foreign key \`account_credits_related_invoice_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""account_credits"",""type"":""table"",""schema"":""public"",""fkey_name"":""account_credits_related_invoice_id_fkey"",""fkey_columns"":[12]}",unindexed_foreign_keys_public_account_credits_account_credits_related_invoice_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.audit_logs\` has a foreign key \`audit_logs_client_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""audit_logs"",""type"":""table"",""schema"":""public"",""fkey_name"":""audit_logs_client_user_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_audit_logs_audit_logs_client_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.audit_logs\` has a foreign key \`audit_logs_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""audit_logs"",""type"":""table"",""schema"":""public"",""fkey_name"":""audit_logs_user_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_audit_logs_audit_logs_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.automation_rules\` has a foreign key \`automation_rules_created_by_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""automation_rules"",""type"":""table"",""schema"":""public"",""fkey_name"":""automation_rules_created_by_user_id_fkey"",""fkey_columns"":[13]}",unindexed_foreign_keys_public_automation_rules_automation_rules_created_by_user_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.automation_rules\` has a foreign key \`automation_rules_email_template_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""automation_rules"",""type"":""table"",""schema"":""public"",""fkey_name"":""automation_rules_email_template_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_automation_rules_automation_rules_email_template_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.client_users\` has a foreign key \`client_users_auth_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""client_users"",""type"":""table"",""schema"":""public"",""fkey_name"":""client_users_auth_id_fkey"",""fkey_columns"":[4]}",unindexed_foreign_keys_public_client_users_client_users_auth_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.client_users\` has a foreign key \`client_users_organization_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""client_users"",""type"":""table"",""schema"":""public"",""fkey_name"":""client_users_organization_id_fkey"",""fkey_columns"":[26]}",unindexed_foreign_keys_public_client_users_client_users_organization_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.client_users\` has a foreign key \`client_users_role_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""client_users"",""type"":""table"",""schema"":""public"",""fkey_name"":""client_users_role_id_fkey"",""fkey_columns"":[25]}",unindexed_foreign_keys_public_client_users_client_users_role_id_fkey
